canonical_model_id,research_value,next_evidence,archive_wait_or_observe,duplicate_of_canonical
v5f_internal_subsleeve_pm_quant_review,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_internal_subsleeve_queue_123_execution,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_internal_subsleeve_robustness_packet,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_joinquant_export_checklist,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_joinquant_now_execution,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_joinquant_platform_attribution,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_joinquant_platform_forward_handoff,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_local_1min_data_package_audit,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_locked_pool_conditional_momentum,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_locked_pool_daily_momentum_governance,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_mean_reversion_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_model_comparison_progress,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_momentum_weight_tilt_backtest_scope,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_momentum_weight_tilt_forward_paper_tracking,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_momentum_weight_tilt_limited_engineering,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_momentum_weight_tilt_pm_quant_review,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_momentum_weight_tilt_quant_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_needed_model_full_comparison,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_overlay_deployment_governance_review,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_paper_workflow_artifacts,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_physics_curve_diagnostic_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_physics_curve_full_5min_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_pre2021_5min_blocker_completion,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_pre2021_factor_panel_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_pre2021_multisleeve_mainline_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_pre2021_repaired_multisleeve_data_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_prebacktest_5min_to_backtest,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_prejq_v5c_v5g_integration,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_progress_checkpoint,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_quality_value_mean_reversion,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_repaired_baseline_overlay_comparison,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_repaired_overlay_forward_paper_tracking,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_short_window_reversion_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_short_window_reversion_nav_engineering,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_short_window_reversion_walk_forward_robustness,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_short_window_spike_reversion_symmetry,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_spike_funded_mr_borrowing_forward_observation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_spike_funded_mr_borrowing_independent_validation_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_spike_mr_prebacktest_to_backtest_jq_sim,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_spike_mr_signal_quality_filter_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_spike_mr_sleeve_threshold_effectiveness_audit,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_structural_rough_screen,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_v57f_qv_mr_combination,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5f_value_momentum_reversion_balance_test,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_01_state_gated_internal_subsleeve_limited_engineering,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_01_state_gated_internal_subsleeve_quant_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_02_quality_guarded_momentum_factor_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_03_erc_state_budget_conflict_review,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_04_cash_proxy_policy_data_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_04_exit_policy_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_05_short_window_reversion_independent_validation_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_cross_line_model_research_startup,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_next_queue_execution,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5g_vs_midterm_model_comparison,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_1min_research_line_governance,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_1min_volume_amount_timing_test,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_buy_execution_backtest,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_buy_execution_queue_123,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_buy_execution_spec_v1,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_buy_execution_spec_v1_forward_observation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_buy_execution_spec_v1_jq_broker_paper_mapping,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_buy_execution_timing_overlay,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_combined_buy_execution_overlay_v1_observation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_market_cap_pit_segmentation_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_market_cap_pit_source_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_pre2021_total_market_cap_source_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_quiet_or_active_independent_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_segmented_1min_execution_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5h_size_liquidity_interaction_independent_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5i_sell_execution_evaluation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5i_sell_execution_provenance,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5i_technical_exploration_hour_packet,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5i_technical_sell_execution_quant_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_1min_technical_pattern_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_5day_1min_family_execution_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_5day_1min_sell_formal_backtest,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_bank_2011_2012_regulatory_pdf_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_cross_period_technical_validation_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_family_sell_execution_formal_backtest,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_family_specific_sell_timing_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_frozen_buy_timing_full_pit_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_frozen_sell_timing_full_pit_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_frozen_v5f_exact_target_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_infra_cashflow_parser_failure_diagnostic,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_local_adjust_factor_corporate_action,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_material_action_original_notice_extract,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_material_action_unclassified_notice_fallback,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_material_corporate_action_notice_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_missing_1min_source_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_momentum_cash_neutral_engineering,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_momentum_daily_price_volume_sell,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_momentum_overlay_cash_neutral_execution_spec,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_momentum_overlay_partial_buy_skip,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_overlay_only_sell_formal_backtest,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_overlay_only_sell_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pit_disclosure_trust_audit,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pit_dividend_corporate_action_ledger,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pit_pool_1min_pairing,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pre2019_pit_rebuild_data_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pre2021_infra_original_cashflow_panel,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pre2021_pit_repair_continuation_queue,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_pre2021_target_reconstruction_readiness,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_repaired_multisleeve_pit_pool,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_statement_visible_date_factor_panel,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_technical_existing_model_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_v4_bank_indicator_pit_reuse_gate,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5j_v5e_profit_lock_sell_timing_proxy,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5k_active_model_registry,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5k_experiment_catalog,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5k_historical_platform_contract_archive,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5k_reproducibility_provenance,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5k_strategy_development_workflow_audit,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5k_workflow_activation_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5l_cash_constrained_nav_validation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5l_primary_candidate_risk_observation,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5l_qmt_execution_evidence_and_forward_readiness,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5m_forward_paper_cycle_readiness,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5m_p0_closure,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5m_qmt_historical_contract_recovery,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5m_strict_cash_state_nav_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
v5m_workflow_test_isolation_repair,retain_evidence_without_performance_promotion,original_pit_daily_nav_benchmark_or_execution_contract_only_if_authorized,observe_or_archive_by_existing_governance,False
