code,report_period,sleeve_ids,source_pdf,availability_status,future_annual_report_substitution_allowed,price_proxy_allowed,usable_for_exact_target
002608.XSHE,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002608_XSHE_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2015-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2015-06-30.pdf,needs_original_table_layout_review,False,False,False
002627.XSHE,2015-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2015-09-30.pdf,needs_original_table_layout_review,False,False,False
002627.XSHE,2016-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2016-06-30.pdf,needs_original_table_layout_review,False,False,False
002627.XSHE,2017-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2017-06-30.pdf,needs_original_table_layout_review,False,False,False
002627.XSHE,2017-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2017-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2018-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2018-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2018-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2018-06-30.pdf,needs_original_table_layout_review,False,False,False
002627.XSHE,2018-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2018-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2019-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2019-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2019-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2019-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002627.XSHE,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002627_XSHE_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002682.XSHE,2018-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002682_XSHE_2018-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002682.XSHE,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002682_XSHE_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002800.XSHE,2018-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002800_XSHE_2018-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002800.XSHE,2019-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002800_XSHE_2019-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002800.XSHE,2019-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002800_XSHE_2019-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002800.XSHE,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002800_XSHE_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002800.XSHE,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002800_XSHE_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002893.XSHE,2018-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002893_XSHE_2018-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002893.XSHE,2019-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002893_XSHE_2019-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002893.XSHE,2019-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002893_XSHE_2019-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002893.XSHE,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002893_XSHE_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
002893.XSHE,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\002893_XSHE_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
003816.XSHE,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\003816_XSHE_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600011.XSHG,2019-12-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600011_XSHG_2019-12-31.pdf,needs_original_table_layout_review,False,False,False
600011.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600011_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600011.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600011_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600017.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600017_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600018.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600018_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600018.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600018_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600020.XSHG,2013-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600020_XSHG_2013-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600020.XSHG,2013-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600020_XSHG_2013-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600020.XSHG,2013-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600020_XSHG_2013-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600020.XSHG,2014-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600020_XSHG_2014-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600020.XSHG,2014-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600020_XSHG_2014-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600021.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600021_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600021.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600021_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600023.XSHG,2014-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600023_XSHG_2014-03-31.pdf,needs_ocr_source_review,False,False,False
600023.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600023_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600023.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600023_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600025.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600025_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600025.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600025_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600027.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600027_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600027.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600027_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600033.XSHG,2013-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600033_XSHG_2013-03-31.pdf,needs_ocr_source_review,False,False,False
600035.XSHG,2015-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600035_XSHG_2015-03-31.pdf,needs_ocr_source_review,False,False,False
600098.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600098_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600101.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600101_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600106.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600106_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600106.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600106_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600116.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600116_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600125.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600125_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600157.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600157_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600163.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600163_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600167.XSHG,2013-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600167_XSHG_2013-03-31.pdf,needs_original_table_layout_review,False,False,False
600167.XSHG,2017-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600167_XSHG_2017-03-31.pdf,needs_original_table_layout_review,False,False,False
600167.XSHG,2017-06-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600167_XSHG_2017-06-30.pdf,needs_original_table_layout_review,False,False,False
600167.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600167_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600167.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600167_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600310.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600310_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600310.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600310_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600317.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600317_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600350.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600350_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600368.XSHG,2018-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600368_XSHG_2018-03-31.pdf,needs_original_table_layout_review,False,False,False
600368.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600368_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600377.XSHG,2013-12-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600377_XSHG_2013-12-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600377.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600377_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600428.XSHG,2014-06-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600428_XSHG_2014-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600428.XSHG,2015-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600428_XSHG_2015-03-31.pdf,needs_ocr_source_review,False,False,False
600428.XSHG,2016-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600428_XSHG_2016-09-30.pdf,needs_ocr_source_review,False,False,False
600428.XSHG,2016-12-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600428_XSHG_2016-12-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600428.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600428_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600428.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600428_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600505.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600505_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600505.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600505_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600548.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600548_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600561.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600561_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600561.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600561_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600575.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600575_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600611.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600611_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600611.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600611_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600644.XSHG,2013-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600644_XSHG_2013-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600644.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600644_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600644.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600644_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2016-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2016-06-30.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2016-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2016-09-30.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2016-12-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2016-12-31.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2017-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2017-09-30.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2017-12-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2017-12-31.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2018-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2018-03-31.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2018-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2018-06-30.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2018-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2018-09-30.pdf,needs_original_table_layout_review,False,False,False
600650.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600650.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600650_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600662.XSHG,2014-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600662_XSHG_2014-03-31.pdf,needs_original_table_layout_review,False,False,False
600662.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600662_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600662.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600662_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600674.XSHG,2014-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600674_XSHG_2014-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600674.XSHG,2014-06-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600674_XSHG_2014-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600674.XSHG,2016-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600674_XSHG_2016-03-31.pdf,needs_original_table_layout_review,False,False,False
600674.XSHG,2017-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600674_XSHG_2017-03-31.pdf,needs_original_table_layout_review,False,False,False
600674.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600674_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600674.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600674_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600676.XSHG,2012-12-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2012-12-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600676.XSHG,2013-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2013-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600676.XSHG,2013-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2013-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600676.XSHG,2013-12-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2013-12-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600676.XSHG,2014-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2014-03-31.pdf,needs_original_table_layout_review,False,False,False
600676.XSHG,2014-06-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2014-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600676.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600676.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600676_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600692.XSHG,2016-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600692_XSHG_2016-03-31.pdf,needs_original_table_layout_review,False,False,False
600708.XSHG,2012-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600708_XSHG_2012-09-30.pdf,needs_original_table_layout_review,False,False,False
600708.XSHG,2013-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600708_XSHG_2013-03-31.pdf,needs_ocr_source_review,False,False,False
600717.XSHG,2019-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600717_XSHG_2019-03-31.pdf,needs_original_table_layout_review,False,False,False
600717.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600717_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600717.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600717_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600719.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600719_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600719.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600719_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600726.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600726_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600751.XSHG,2013-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600751_XSHG_2013-03-31.pdf,needs_original_table_layout_review,False,False,False
600780.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600780_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600795.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600795_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600798.XSHG,2013-06-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600798_XSHG_2013-06-30.pdf,needs_original_table_layout_review,False,False,False
600798.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600798_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600798.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600798_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600863.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600863_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600863.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600863_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
600886.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600886_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
600886.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600886_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600900.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600900_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600900.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600900_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600979.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600979_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600982.XSHG,2013-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2013-03-31.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2013-06-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2013-06-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600982.XSHG,2013-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2013-09-30.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2014-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2014-03-31.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2015-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2015-03-31.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2015-06-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2015-06-30.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2016-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2016-03-31.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2016-06-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2016-06-30.pdf,needs_ocr_source_review,False,False,False
600982.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600982_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
600995.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\600995_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601006.XSHG,2013-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601006_XSHG_2013-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601006.XSHG,2014-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601006_XSHG_2014-03-31.pdf,needs_original_table_layout_review,False,False,False
601008.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601008_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601008.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601008_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601016.XSHG,2020-12-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601016_XSHG_2020-12-31.pdf,needs_original_table_layout_review,False,False,False
601018.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601018_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
