canonical_model_id,has_source_evidence,has_addendum,report_status,missing_reason
v5f_spike_mr_sleeve_threshold_effectiveness_audit,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_structural_rough_screen,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_v57f_qv_mr_combination,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_value_momentum_reversion_balance_test,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5g_01_state_gated_internal_subsleeve_limited_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5g_01_state_gated_internal_subsleeve_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5g_02_quality_guarded_momentum_factor_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5g_03_erc_state_budget_conflict_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5g_04_cash_proxy_policy_data_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5g_04_exit_policy_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5g_05_short_window_reversion_independent_validation_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5g_cross_line_model_research_startup,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5g_next_queue_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5g_vs_midterm_model_comparison,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5h_1min_research_line_governance,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_1min_volume_amount_timing_test,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_buy_execution_backtest,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5h_buy_execution_queue_123,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_buy_execution_spec_v1,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_buy_execution_spec_v1_forward_observation,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_buy_execution_spec_v1_jq_broker_paper_mapping,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_buy_execution_timing_overlay,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_combined_buy_execution_overlay_v1_observation,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5h_market_cap_pit_segmentation_gate,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5h_market_cap_pit_source_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5h_pre2021_total_market_cap_source_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5h_quiet_or_active_independent_validation,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5h_segmented_1min_execution_diagnostic,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5h_size_liquidity_interaction_independent_validation,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5i_sell_execution_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5i_sell_execution_evaluation,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5i_sell_execution_provenance,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5i_technical_exploration_hour_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5i_technical_sell_execution_quant_spec,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5j_1min_technical_pattern_diagnostic,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5j_5day_1min_family_execution_validation,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5j_5day_1min_sell_formal_backtest,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5j_bank_2011_2012_regulatory_pdf_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_cross_period_technical_validation_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5j_family_sell_execution_formal_backtest,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5j_family_specific_sell_timing_diagnostic,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5j_frozen_buy_timing_full_pit_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_frozen_sell_timing_full_pit_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_frozen_v5f_exact_target_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_infra_cashflow_parser_failure_diagnostic,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5j_local_adjust_factor_corporate_action,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_material_action_original_notice_extract,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_material_action_unclassified_notice_fallback,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_material_corporate_action_notice_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_missing_1min_source_repair,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5j_momentum_cash_neutral_engineering,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_momentum_daily_price_volume_sell,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5j_momentum_overlay_cash_neutral_execution_spec,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5j_momentum_overlay_partial_buy_skip,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_overlay_only_sell_formal_backtest,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5j_overlay_only_sell_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pit_availability_boundary_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pit_disclosure_trust_audit,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pit_dividend_corporate_action_ledger,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pit_pool_1min_pairing,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pre2019_pit_rebuild_data_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pre2021_infra_original_cashflow_panel,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pre2021_pit_repair_continuation_queue,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_pre2021_target_reconstruction_readiness,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_repaired_multisleeve_pit_pool,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_statement_visible_date_factor_panel,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_technical_existing_model_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5j_v4_bank_indicator_pit_reuse_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5j_v5e_profit_lock_sell_timing_proxy,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5k_active_model_registry,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5k_experiment_catalog,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5k_historical_platform_contract_archive,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5k_reproducibility_provenance,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5k_strategy_development_workflow_audit,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5k_workflow_activation_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5k_workflow_repair_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5l_candidate_hardening_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5l_cash_constrained_nav_validation,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5l_primary_candidate_risk_observation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5l_qmt_execution_evidence_and_forward_readiness,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5m_forward_paper_cycle_readiness,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5m_p0_closure,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5m_qmt_historical_contract_recovery,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5m_strict_cash_state_nav_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5m_workflow_test_isolation_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
