canonical_model_id,report_status,daily_series_status,benchmark_status,validation_status,limitations
v5d_l3_1_unfilled_remediation,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_l3_intraday_execution_policy_spec,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_l3_pm_quant_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_minute_execution_audit,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_order_scheduling_policy_spec,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_yixin_api_capability_probe,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_511360_cash_proxy_forward_stress_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_511360_cash_proxy_limited_engineering,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_511360_cash_proxy_limited_engineering_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_511360_cash_proxy_pm_quant_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_511360_forward_paper_tracking,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_511360_pit_data_audit,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_capital_sensitivity_test,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_cash_drag_robustness_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_cash_policy_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_cash_proxy_asset_data_gate,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_daily_momentum_diagnostic_addendum,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_formal_validation_forward_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_forward_paper_continuation_v5f_prep,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_forward_paper_daily_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_full_holding_5min_data_gate,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_full_holding_5min_momentum_research,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_full_holding_rolling_intraday_research,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_full_intraday_nav_engineering_test,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_historical_closeout_governance_packet,archived_or_superseded,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_holding_period_exit_pm_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_limited_engineering_loop,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_long_horizon_momentum_diagnostic,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_momentum_addenda_closeout_packet,archived_or_superseded,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_pm_quant_formal_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_post_exit_5min_monitoring_audit_packet,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_post_exit_5min_monitoring_data_gate,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_profit_lock_execution_robust_formal_review,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_profit_lock_main_forward_paper_execution_tracking,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_profit_lock_model_comparison,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_quant_spec_single_name_exit,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_reasonable_momentum_range_test,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_short_financing_etf_cash_proxy_selection_gate,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_sleeve_cash_bucket_engineering,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_sleeve_cash_policy_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_sleeve_level_risk_release_limited_engineering,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_sleeve_level_risk_release_pm_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_sleeve_level_risk_release_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_trigger_day_5min_execution_data_gate,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5e_trigger_day_5min_execution_proxy_test,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_1min_forward_observation_append,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_1min_intraday_relative_zone_timing_test,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_1min_microstructure_signal_quality_gate,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_1min_queue_123_execution,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_1min_vwap_execution_precision_audit,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_adaptive_momentum_governance,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_backtest_scope_governance_correction,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_clean_forward_target_population,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_deployment_governance_paper_workflow,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_event_triggered_mean_reversion_borrowing_test,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_extreme_value_reversion,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_forward_continuation_v5g01_closeout,archived_or_superseded,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_forward_paper_tracking_with_v5c_state_tags,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_forward_paper_v5c_state_tags,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_improvement_queue_execution,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_candidate_replacement_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_deep_engineering,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_deep_research_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_deployment_governance,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_forward_paper_tracking,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_pm_quant_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_queue_123_execution,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_internal_subsleeve_robustness_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_joinquant_export_checklist,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_joinquant_now_execution,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_joinquant_platform_attribution,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_joinquant_platform_forward_handoff,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_local_1min_data_package_audit,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_locked_pool_conditional_momentum,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_locked_pool_daily_momentum_governance,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_mean_reversion_diagnostic,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_model_comparison_progress,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_momentum_weight_tilt_backtest_scope,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_momentum_weight_tilt_forward_paper_tracking,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_momentum_weight_tilt_limited_engineering,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_momentum_weight_tilt_pm_quant_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_momentum_weight_tilt_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_needed_model_full_comparison,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_overlay_deployment_governance_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_paper_workflow_artifacts,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_physics_curve_diagnostic_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_physics_curve_full_5min_diagnostic,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_pre2021_5min_blocker_completion,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_pre2021_factor_panel_repair,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_pre2021_multisleeve_mainline_validation,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_pre2021_repaired_multisleeve_data_gate,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_prebacktest_5min_to_backtest,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_prejq_local_closeout,archived_or_superseded,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_prejq_v5c_v5g_integration,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_progress_checkpoint,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_quality_value_mean_reversion,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_repaired_baseline_overlay_comparison,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_repaired_overlay_forward_paper_tracking,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_short_window_reversion_diagnostic,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_short_window_reversion_nav_engineering,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_short_window_reversion_walk_forward_robustness,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_short_window_spike_reversion_symmetry,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_spike_funded_mr_borrowing_forward_observation,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5f_spike_funded_mr_borrowing_independent_validation_gate,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
